CWPName,SourceID,CWPStreet,CWPCity,CWPState,CWPZip,RegistryID,FacLat,FacLong,CWPTotalDesignFlowNmbr,CWPActualAverageFlowNmbr,CWPFacilityTypeIndicator,CWPFacilityTypeCode,NPDESIDs
"CLAREMORE, CITY OF",OK0027049,1500 S CHOCTAW,CLAREMORE,OK,74017,1.10001E+11,36.294379,-95.609689,6,3.5,POTW,MWD,OK0027049 OKR040028
CLARINDA CITY OF STP,IA0035190,1422 EAST LAPERLA DRIVE,CLARINDA,IA,51632,1.10002E+11,40.742778,-95.020556,4.27,1.6,POTW,MWD,IA0035190
CLARION AREA STP,PA0029491,279 CAA LN,CLARION,PA,16214-8553,1.10064E+11,41.20435,-79.39658,2.9,,NON-POTW,COR,PA0029491
"CLARION, CITY OF STP",IA0030945,830 4TH STREET S.W.,CLARION,IA,50525,1.1001E+11,42.7234,-93.7408,1.5,0.867,POTW,MWD,IA0030945
CLARK COUNTY,WAR044001,1200 FRANKLIN ST,VANCOUVER,WA,98660,1.10036E+11,45.63035,-122.67708,,,NON-POTW,MWD,WAR044001
CLARK CREEK WWTP,NC0036196,1407 MCKAY RD,NEWTON,NC,28658,1.10001E+11,35.627833,-81.233983,5,,POTW,MWD,NC0036196 NCG110033 NCL036196
CLARKSBURG SANITARY BD,WV0023302,WEST FK ST,CLARKSBURG,WV,26301,1.1004E+11,39.306702,-80.351448,8,,POTW,MWD,WV0023302
CLARKSDALE POTW,MS0020311,1905 SUNFLOWER AVE EXTENDED,CLARKSDALE,MS,38614,1.10002E+11,34.184444,-90.571667,5,,POTW,MWD,MS0020311 MSL020311
CLARKSVILLE CONNECTED UTILITIES - POLLUTION CONTROL FACILITY,AR0022187,1305 S CRAWFORD ST,CLARKSVILLE,AR,72830,1.10001E+11,35.445657,-93.473862,2,1.15,POTW,MWD,AR0022187 ARL022187
CLARKSVILLE STP,TN0020656,15 QUARRY ROAD,CLARKSVILLE,TN,37040,1.10001E+11,36.542737,-87.369507,25,9.8,POTW,MWD,TN0020656 TNL020656 TNR056421 TNR245982
CLARKSVILLE WWTP,IN0047058,1 LEUTHART DR,CLARKSVILLE,IN,47129,1.10003E+11,38.296778,-85.773528,5,,POTW,MWD,IN0047058 INL047058 INRA04483
CLAUDE 'BUD' LEWIS CARLSBAD DESALINATION PLANT,CA0109223,4590 CARLSBAD BLVD,CARLSBAD,CA,92008,1.10027E+11,33.139895,-117.339645,330,,NON-POTW,POF,CA0109223
CLAYTON  COUNTY WATER AUTHORITY (SHOAL CREEK WRF),GA0038369,301 HAMPTON RD,HAMPTON,GA,30228,1.10065E+11,33.41082,-84.38307,4.4,1.489,POTW,MWD,GA0038369 GAL038369
CLAYTON (V) STP,NY0027545,GARDENER STREET,CLAYTON,NY,13624,1.1001E+11,44.241229,-76.080869,1.045,,POTW,MWD,NY0027545 NYL027545
CLAYTON COUNTY WATER AUTHORITY (NORTHEAST WRF),GA0020575,6900 OLD MACON HWY,REX,GA,30273,1.10006E+11,33.573489,-84.262837,6,,POTW,MWD,GA0020575 GAIS01504 GAL020575
CLAYTON COUNTY WATER AUTHORITY (W.B. CASEY WRF & HUIE CONSTRUCTED WETLANDS),GA0038423,688 FLINT RIVER RD,JONESBORO,GA,30238,1.10064E+11,33.515369,-84.371975,24,14,POTW,CTG,GA0038423 GAIS10008 GAL038423 GAR150320 GAR153B97
"CLAYTON, CITY OF (CLAYTON WPCP)",GA0020923,152 RADIO LANE,CLAYTON,GA,30525,1.1001E+11,34.860581,-83.407975,1,0.372,POTW,MWD,GA0020923
"CLEAN HARBORS BATON ROUGE, LLC",LA0038245,13351 SCENIC HIGHWAY,BATON ROUGE,LA,70807,1.1E+11,30.56755,-91.20637,,5.32,NON-POTW,POF,LA0038245
"CLEAN HARBORS COLFAX, LLC",LA0101931,3763 HWY. 471,COLFAX,LA,71417,1.10001E+11,31.569355,-92.718681,,0.5,NON-POTW,POF,LA0101931
CLEAN HARBORS DEER PARK FACILITY,TX0005941,2027 INDEPENCE PARKWAY SOUTH,DEER PARK,TX,77536,1.1E+11,29.73028,-95.08981,2.88,,NON-POTW,POF,TX0005941
"CLEAN HARBORS EL DORADO, LLC",AR0037800,309 AMERICAN CIR,EL DORADO,AR,71730,1.10001E+11,33.2044,-92.6308,,0,NON-POTW,COR,AR0037800 ARR001968 ARR154540
CLEAN HARBORS OF BRAINTREE INC,MA0031551,1 HILL AVENUE,BRAINTREE,MA,2184,1.10002E+11,42.235969,-70.97286,,0.495,NON-POTW,POF,MA0031551 MAG910116
CLEAN HARBORS SAN LEON,TX0117757,2700 AVE S,SAN LEON,TX,77539,1.1E+11,29.468788,-94.965569,0.105,0.105,NON-POTW,POF,TX0117757
"CLEAN HARBORS WHITE CASTLE, LLC- WHITE CASTLE LANDFARM",LA0065501,"HWY 1, THREE MILES SOUTH OF WHITE CASTLE",WHITE CASTLE,LA,70788,1.10064E+11,30.192179,-91.113448,,6.83,NON-POTW,POF,LA0065501
"CLEAN WASTE, LLC",LA0127550,164 DUDLEY BERNARD RD,PORT FOURCHON,LA,70000,1.10071E+11,29.4919925,-90.394849,,,NON-POTW,,LA0127550
"CLEAN WATER SERVICES, MUNICIPAL STORMWATER MS4",ORS108014,MULTIPLE OUTFALL LOCATIONS (WASHINGTON),WASHINGTON,OR,97106,1.10058E+11,45.6086,-123.1124,,,NON-POTW,CTG,ORS108014
CLEAR CREEK WWTP,CA0079731,2220 METZ ROAD,ANDERSON,CA,96007,1.10001E+11,40.496917,-122.356472,9.4,,POTW,MWD,CA0079731 CAZ276537
CLEAR CREEK WWTP,TX0129135,8500' S INTX E WILLOW ST AND RR AVE,SANGER,TX,76266,1.10027E+11,33.332557,-97.1653,1,,POTW,MWD,TX0129135
CLEAR LAKE SANITARY DISTRICT,IA0058441,5631 235TH STREET,CLEAR LAKE,IA,50428,1.10002E+11,43.1025,-93.4075,9.4,5.7,POTW,MWD,IA0058441 IAL058441
CLEARFIELD MUN SEW SYS STP,PA0026310,LEONARD ST EXTENSION,CLEARFIELD,PA,16830,1.1004E+11,41.025058,-78.40002,4.5,,POTW,CTG,PA0026310
CLEARON CORP.,WV0073679,"95 MACCORKLE AVE, SW",SOUTH CHARLESTON,WV,25303,1.1002E+11,38.365254,-81.707108,,1.66,NON-POTW,COR,WV0073679
CLEARWATER CITY OF EAST AWWTP,FL0021865,3141 GULF TO BAY BLVD,CLEARWATER,FL,33759-4506,1.10001E+11,27.960854,-82.706766,5,2.63,POTW,MWD,FL0021865 FLG071692 FLL021865 FLR20AZ81 FLRNEE441
CLEARWATER CITY OF MARSHALL STREET WRF,FL0021857,1605 HARBOR DR,CLEARWATER,FL,33755,1.10007E+11,27.981342,-82.787315,10,2.43,NON-POTW,POF,FL0021857 FLG070922 FLL021857 FLR10BT24 FLR10KJ00 FLRNEE442
CLEARWATER CITY OF NORTHEAST WRF,FL0128937,3290 SR 580,SAFETY HARBOR,FL,34695,1.1001E+11,28.02709,-82.701043,13.5,4.94,POTW,MWD,FL0128937 FLG073100 FLL128937 FLRNEE443
CLEARWATER PAPER CORPORATION,ID0001163,803 MILL RD,LEWISTON,ID,83501,1.10054E+11,46.427,-116.967,,,NON-POTW,COR,ID0001163 IDR053113 IDR05C050
CLEARWATER PAPER CORPORATION - CYPRESS BEND MILL,AR0035823, 5082 HIGHWAY 4 NORTH,ARKANSAS CITY,AR,71630,1.10012E+11,33.7065,-91.236,17.32,19,NON-POTW,COR,AR0035823 ARG870063 ARR00A771
"CLEARWATER, CITY OF",FLS648213,112 S OSCEOLA AVE,CLEARWATER,FL,33756,1.1007E+11,27.96483,-82.80119,,,NON-POTW,MWD,FLS648213
